Task_Groups,Number_of_Task_Groups
"{0: [55, 67, 57], 1: [78, 90, 91], 2: [52, 81, 86, 5, 27], 3: [80, 84, 6, 18], 4: [76, 46, 22, 89], 5: [20, 30, 87, 61, 9], 6: [25, 70], 7: [83, 2, 28, 10], 8: [12, 24, 92], 9: [85, 59]}",10
"{0: [83, 80, 10], 1: [46, 57, 9, 59, 92], 2: [67, 28, 18], 3: [81, 85, 20, 2, 22], 4: [86, 55, 87], 5: [25, 61, 90], 6: [84, 6, 27], 7: [78, 12, 24], 8: [52, 5, 89], 9: [76], 10: [30], 11: [91, 70]}",12
"{0: [80, 55, 10], 1: [12, 28], 2: [83, 5, 87, 61, 57], 3: [84, 78, 2], 4: [67, 90, 91, 27], 5: [89, 6], 6: [81, 86], 7: [52, 25, 46, 24, 59, 92], 8: [85, 30], 9: [20, 22, 18], 10: [76], 11: [9, 70]}",12
"{0: [81, 12, 91, 22, 18], 1: [86, 61, 28], 2: [25, 2, 24], 3: [55, 9], 4: [76, 85, 10], 5: [87, 59, 70], 6: [83, 52, 20, 6], 7: [89, 27, 92], 8: [90], 9: [46, 67], 10: [5, 30], 11: [80, 78, 57], 12: [84]}",13
"{0: [5, 91, 70], 1: [22, 89, 59], 2: [85, 46, 24], 3: [61, 92], 4: [67, 9], 5: [81, 25, 87], 6: [83, 76, 30, 6], 7: [80, 2, 55], 8: [86, 78, 10], 9: [84], 10: [52, 27, 18], 11: [20], 12: [12, 28], 13: [57], 14: [90]}",15
"{0: [20, 30, 18], 1: [83, 46, 57, 92], 2: [81, 85], 3: [52, 25, 5, 91, 9, 24], 4: [90, 6], 5: [61, 89, 27, 70], 6: [80, 12], 7: [86, 22, 59], 8: [2, 28, 10], 9: [55, 67], 10: [76, 87], 11: [84], 12: [78]}",13
"{0: [87, 22, 57, 70], 1: [25, 85], 2: [2, 89], 3: [76, 24, 27, 59], 4: [55, 28, 18], 5: [61, 6, 9, 10], 6: [12], 7: [83, 91, 92], 8: [52, 80, 84], 9: [81], 10: [86, 5, 67], 11: [78], 12: [20], 13: [30, 46, 90]}",14
"{0: [22, 9], 1: [86, 78, 91], 2: [2, 12, 27], 3: [25, 61, 24], 4: [83, 81, 18], 5: [80, 55], 6: [20, 84, 6], 7: [57, 59, 92], 8: [85, 87, 28], 9: [52, 76, 70], 10: [30, 46], 11: [67, 89], 12: [90], 13: [5, 10]}",14
"{0: [76, 5, 91], 1: [52, 25, 67, 9], 2: [81, 78, 2, 59, 10], 3: [24, 92], 4: [85, 61], 5: [80, 55, 22], 6: [86, 27], 7: [83, 20, 84, 46], 8: [12, 90, 57, 28], 9: [87, 89, 70], 10: [30], 11: [6], 12: [18]}",13
"{0: [52, 86, 12], 1: [2, 55, 18], 2: [90], 3: [20, 28], 4: [27, 59], 5: [25], 6: [30, 22], 7: [9], 8: [24], 9: [81, 80, 84, 5, 46, 70], 10: [78, 6, 92], 11: [57], 12: [85, 61, 67, 91], 13: [83, 76, 87], 14: [89, 10]}",15
"{0: [28, 9], 1: [25], 2: [85, 57, 27], 3: [90, 24, 92], 4: [52, 20, 70], 5: [91, 22, 18], 6: [81, 46, 12, 89], 7: [6], 8: [83, 10], 9: [84, 78, 5], 10: [55], 11: [80, 30, 87, 61], 12: [86, 2, 67, 59], 13: [76]}",14
"{0: [61, 90], 1: [52, 25, 2, 87, 12, 67, 57, 24, 10], 2: [85, 78, 9, 18], 3: [80, 22], 4: [46, 28], 5: [81, 20], 6: [84, 30, 70, 92], 7: [76, 86, 91, 89, 27, 59], 8: [83, 5], 9: [6], 10: [55]}",11
"{0: [52, 20, 90, 89], 1: [91, 9, 24, 70, 18, 10], 2: [83, 80, 76], 3: [12, 61, 67], 4: [2, 27], 5: [85, 86], 6: [25, 6], 7: [78, 5, 59], 8: [46, 57], 9: [84, 55, 92], 10: [30], 11: [81, 22], 12: [28], 13: [87]}",14
"{0: [76, 46, 67, 22, 57, 92], 1: [80, 25, 86, 30, 2], 2: [52, 87], 3: [81], 4: [28, 24, 27, 70], 5: [61, 6, 59], 6: [83, 78, 10], 7: [12, 9, 18], 8: [90, 91, 89], 9: [55], 10: [5], 11: [20, 84], 12: [85]}",13
"{0: [83, 84, 12, 18], 1: [61], 2: [78, 2, 55, 57, 9], 3: [90, 6, 27, 10], 4: [25, 28], 5: [86], 6: [52, 67, 24], 7: [80, 87], 8: [20, 46, 92], 9: [81, 91, 59, 70], 10: [30], 11: [76, 5, 22], 12: [85], 13: [89]}",14
"{0: [20, 12], 1: [83, 91], 2: [81, 55, 89, 27], 3: [52, 61, 24], 4: [86, 84, 46, 22], 5: [25, 67, 57, 9], 6: [2, 92], 7: [78, 28, 59], 8: [76, 85], 9: [87], 10: [80, 5, 70, 10], 11: [6], 12: [18], 13: [30, 90]}",14
"{0: [20, 2, 12, 9, 59, 70], 1: [76, 91], 2: [81, 27, 92], 3: [52, 85, 61, 22, 89], 4: [67, 6, 24, 10], 5: [84], 6: [78, 30], 7: [83, 57, 18], 8: [25, 87], 9: [86], 10: [90, 28], 11: [5, 55, 46], 12: [80]}",13
"{0: [5, 57], 1: [85, 61, 67], 2: [25, 12, 9, 18], 3: [80, 2, 28, 27, 10], 4: [70], 5: [83, 78, 55], 6: [90, 91, 24, 92], 7: [52, 20, 86, 22], 8: [30, 46], 9: [76, 84, 87, 6, 59], 10: [89], 11: [81]}",12
"{0: [83, 52, 80, 87, 91], 1: [6], 2: [24], 3: [25, 28, 9], 4: [76, 20, 86, 18], 5: [57, 27, 59], 6: [61, 10], 7: [85, 78, 5, 46], 8: [2, 90, 22], 9: [55], 10: [89, 70], 11: [81, 12, 67, 92], 12: [84, 30]}",13
"{0: [25, 90], 1: [83, 52, 86, 55, 92], 2: [81, 80, 46, 12], 3: [20, 89], 4: [30, 9, 10], 5: [87, 67, 28], 6: [85, 2, 57, 70], 7: [5], 8: [84, 59, 18], 9: [91, 24], 10: [78], 11: [61, 27], 12: [22, 6], 13: [76]}",14
"{0: [81, 80, 76, 86, 70], 1: [22, 6], 2: [2, 61, 10], 3: [85, 46, 91], 4: [25, 78, 87, 57], 5: [18], 6: [5, 55, 12, 90, 28, 9], 7: [20, 24], 8: [84, 30], 9: [89], 10: [27], 11: [59], 12: [92], 13: [83, 52], 14: [67]}",15
"{0: [20, 22, 70], 1: [81, 85, 5, 57, 6, 24], 2: [90, 10], 3: [55, 67, 27], 4: [52, 59, 18], 5: [80, 25, 78], 6: [86, 30, 12, 61, 89, 28], 7: [84, 2, 91, 9], 8: [92], 9: [83, 87, 46], 10: [76]}",11
"{0: [52, 87, 46, 61, 91, 22, 57], 1: [86, 84, 30, 2, 59, 70], 2: [20, 67, 92], 3: [81, 25, 55, 24], 4: [83, 76, 89], 5: [85, 78, 90, 10], 6: [80, 28], 7: [6, 9], 8: [5, 12, 18], 9: [27]}",10
"{0: [85, 70, 92], 1: [20, 61, 67, 90, 24], 2: [83, 80, 55, 12, 10], 3: [5, 30, 2, 87], 4: [76, 9], 5: [84, 57, 28, 18], 6: [81, 22, 89, 6, 59], 7: [52, 46], 8: [25, 78, 27], 9: [86, 91]}",10
"{0: [20, 61], 1: [83, 80, 9], 2: [46, 6], 3: [91, 28, 27], 4: [78, 57, 24, 70, 18], 5: [5, 2, 12], 6: [52, 59, 92], 7: [81, 85, 87, 67], 8: [86, 22, 89], 9: [76, 84], 10: [55], 11: [30], 12: [90], 13: [10], 14: [25]}",15
"{0: [5, 30, 67, 90, 24], 1: [80, 76, 91, 9], 2: [85, 18], 3: [83, 78], 4: [52, 84, 6, 10], 5: [86, 89, 27, 59, 70], 6: [87, 46, 57], 7: [25, 2, 12, 61], 8: [20, 55, 22, 92], 9: [81, 28]}",10
"{0: [46, 12, 61, 9], 1: [83, 30, 2, 92, 18], 2: [80, 6, 59], 3: [76, 86, 84], 4: [25, 28, 70], 5: [91, 22], 6: [81, 5, 67], 7: [55, 87], 8: [52, 20, 90, 57], 9: [85, 24], 10: [78], 11: [89, 27, 10]}",12
"{0: [25, 20, 78, 30, 67, 6], 1: [83, 80, 76, 2, 87, 90, 59], 2: [91, 70], 3: [85, 86, 10], 4: [12], 5: [84, 22, 28], 6: [52, 18], 7: [9, 24], 8: [5, 57], 9: [55, 46, 92], 10: [61, 89], 11: [81, 27]}",12
"{0: [83, 80], 1: [81, 85, 78, 2, 46, 12, 67, 18], 2: [5, 87, 61, 24], 3: [6, 9, 27, 92], 4: [20, 22], 5: [25, 55, 90], 6: [84, 91, 28, 70], 7: [76, 30, 59], 8: [10], 9: [52, 86], 10: [89, 57]}",11
"{0: [76, 85, 78, 2, 55, 67, 22, 28, 70, 18], 1: [52, 61, 91, 27], 2: [81, 20, 46, 89, 9], 3: [86, 24], 4: [25, 84, 90, 57], 5: [80, 30, 59], 6: [5, 10], 7: [12, 6, 92], 8: [83, 87]}",9
"{0: [83, 52, 76, 28, 27, 70], 1: [20, 86, 55], 2: [5, 87, 89], 3: [2, 61, 57, 59, 18], 4: [90], 5: [80, 67], 6: [30], 7: [25, 85, 6, 24], 8: [81, 84, 78, 91, 22], 9: [9, 10], 10: [12, 92], 11: [46]}",12
"{0: [83, 78, 67, 90, 9], 1: [80, 5, 6, 28], 2: [76, 84, 61, 59, 92], 3: [52, 57], 4: [91, 10], 5: [85, 30, 12], 6: [81, 27], 7: [25, 55, 46], 8: [86], 9: [20, 87, 89, 24], 10: [18], 11: [2, 22], 12: [70]}",13
"{0: [67, 89, 59], 1: [86, 61, 6, 18], 2: [78, 46, 91], 3: [2], 4: [83, 80, 24], 5: [30, 28], 6: [85, 84, 12, 92], 7: [76, 25, 90, 27], 8: [81, 70], 9: [20], 10: [5, 87, 10], 11: [22], 12: [55, 9], 13: [57], 14: [52]}",15
"{0: [76, 86, 91, 6], 1: [84], 2: [85, 27], 3: [80, 2, 90, 57], 4: [46, 22], 5: [52], 6: [87], 7: [55, 12], 8: [5, 89], 9: [61, 67], 10: [81, 78, 9], 11: [83, 25, 20], 12: [30, 28, 59, 92], 13: [70, 18, 10], 14: [24]}",15
"{0: [20, 30, 2, 87, 67, 57], 1: [52, 28, 70], 2: [83, 81, 78, 46, 6], 3: [80, 86], 4: [89, 92], 5: [18], 6: [85, 90, 91, 9], 7: [5, 22, 10], 8: [84, 59], 9: [12, 24], 10: [76, 25, 55], 11: [61], 12: [27]}",13
"{0: [67], 1: [76, 46], 2: [30, 55, 89, 28, 18], 3: [83, 80, 25, 57, 92], 4: [12, 90], 5: [87, 61, 9], 6: [20, 78, 5], 7: [86, 2, 10], 8: [24], 9: [91, 27], 10: [52, 85], 11: [6], 12: [84, 70], 13: [81, 22, 59]}",14
"{0: [80, 46, 22, 70, 92], 1: [78, 30, 90], 2: [85, 28], 3: [67, 57], 4: [81, 86, 18], 5: [83, 5, 9], 6: [2, 12, 24], 7: [76], 8: [25, 91], 9: [55, 10], 10: [20, 6], 11: [52, 61, 89, 27, 59], 12: [84], 13: [87]}",14
"{0: [27], 1: [80, 28, 92], 2: [85, 86, 55, 12, 59], 3: [25, 87, 46, 67], 4: [83], 5: [78, 91, 24, 10], 6: [90, 89, 70], 7: [61, 22], 8: [20, 2], 9: [76, 5, 18], 10: [81, 84, 30, 6], 11: [57, 9], 12: [52]}",13
"{0: [81, 85, 20, 46, 61, 59, 10], 1: [57, 27, 70, 18], 2: [78, 5, 30, 87, 90], 3: [76, 25, 67, 6, 9, 92], 4: [89], 5: [84, 22], 6: [83, 91, 28, 24], 7: [52, 80, 86], 8: [2, 55, 12]}",9
"{0: [2, 89], 1: [78, 12, 28], 2: [30, 9, 10], 3: [76, 5, 61, 70], 4: [85, 86, 55, 6], 5: [81, 25, 87], 6: [83, 52, 84, 46, 67, 24], 7: [20, 91, 27, 18], 8: [80, 22, 57, 92], 9: [90], 10: [59]}",11
"{0: [80, 57, 28, 10], 1: [24], 2: [22, 6, 59, 92], 3: [86, 30], 4: [81], 5: [52, 76, 78, 5, 67, 90], 6: [27, 70], 7: [87, 91, 18], 8: [2, 46], 9: [83, 89], 10: [9], 11: [55, 12, 61], 12: [25, 85, 84], 13: [20]}",14
"{0: [83, 81, 25, 2, 6, 24, 92], 1: [80, 86, 78, 5, 10], 2: [89, 9], 3: [57, 28], 4: [85, 87, 27, 70], 5: [84, 55, 91, 18], 6: [20, 30, 12, 22], 7: [52, 76, 61], 8: [67, 90, 59], 9: [46]}",10
"{0: [20, 55], 1: [52], 2: [78, 22], 3: [6, 70, 92, 10], 4: [81, 80, 86, 30, 61, 67, 9, 24], 5: [83, 25, 90, 91, 18], 6: [27], 7: [2, 12, 28], 8: [85, 5, 46, 89], 9: [76, 84, 87, 57], 10: [59]}",11
"{0: [25], 1: [86, 59], 2: [22, 89, 92], 3: [20], 4: [83, 5, 24], 5: [52, 78, 90, 10], 6: [2, 87, 46, 91, 6, 28, 70], 7: [18], 8: [76, 55], 9: [61, 9, 27], 10: [30, 12], 11: [80, 84, 57], 12: [85], 13: [81, 67]}",14
"{0: [52, 85, 30], 1: [2, 57], 2: [20, 6, 9], 3: [78, 87, 46], 4: [76, 22], 5: [12, 27, 59], 6: [83, 25, 90, 70], 7: [91, 92], 8: [86], 9: [84], 10: [61, 67, 18], 11: [28], 12: [81, 89], 13: [5, 55, 24, 10], 14: [80]}",15
"{0: [5, 2, 91, 24, 27, 92], 1: [25, 86, 67, 57], 2: [12, 18], 3: [80, 87, 89, 70], 4: [81], 5: [52, 59], 6: [76, 85, 55, 46, 9], 7: [83, 84], 8: [20, 78, 6, 28], 9: [30, 61, 10], 10: [22], 11: [90]}",12
"{0: [83, 61], 1: [2], 2: [20, 84, 57], 3: [80, 78, 18], 4: [52, 91, 92], 5: [76, 85, 6, 59], 6: [5, 9, 27, 70], 7: [67, 28], 8: [10], 9: [12, 22], 10: [25, 86, 87], 11: [81, 55, 46, 90, 89], 12: [30, 24]}",13
"{0: [85, 86, 78, 2, 55], 1: [52, 84, 87, 57, 6, 92], 2: [20, 5, 18], 3: [80, 25, 22], 4: [83, 9, 27], 5: [46, 90, 28, 24, 70], 6: [30, 91, 59], 7: [12, 61], 8: [76, 67], 9: [81, 89, 10]}",10
"{0: [5, 46, 9, 24], 1: [87, 91, 89, 59], 2: [80, 30, 57], 3: [25, 86, 12, 90], 4: [85, 20, 2, 67, 27], 5: [52, 70], 6: [81], 7: [83, 61, 6, 10], 8: [76], 9: [28, 92], 10: [84, 78, 22, 18], 11: [55]}",12
"{0: [52, 76, 78], 1: [83, 25, 46, 22], 2: [86, 2, 55, 87, 61], 3: [81, 85, 30, 89, 28, 27], 4: [20, 90, 6], 5: [67, 24], 6: [84, 5, 57, 18], 7: [80, 91, 9, 59], 8: [12, 92, 10], 9: [70]}",10
"{0: [83, 87, 9], 1: [22], 2: [52, 78, 27], 3: [80, 85, 30], 4: [20, 5, 91, 57, 28, 18], 5: [86, 59, 10], 6: [76, 67, 6, 24], 7: [55, 92], 8: [12, 89], 9: [2, 46], 10: [25, 61], 11: [84, 70], 12: [81, 90]}",13
"{0: [76, 86, 91], 1: [25, 78, 89, 92, 10], 2: [2, 12], 3: [85, 84, 6], 4: [9], 5: [20, 5, 24], 6: [80, 70, 18], 7: [83, 22, 57], 8: [30, 55, 27], 9: [52, 87, 59], 10: [90], 11: [46], 12: [81, 61, 28], 13: [67]}",14
"{0: [78, 67, 9], 1: [81, 2, 12, 89, 27, 70], 2: [80, 25, 46, 22, 92], 3: [5, 55, 6], 4: [76, 28], 5: [86, 84, 30, 90, 91], 6: [57, 18, 10], 7: [20, 87], 8: [24], 9: [85], 10: [83, 52, 61, 59]}",11
"{0: [18], 1: [57, 27, 92], 2: [5], 3: [78, 10], 4: [84, 67, 89], 5: [83, 30, 46, 9, 59], 6: [81, 12], 7: [87, 91, 22, 24], 8: [85, 86, 90], 9: [52, 55], 10: [80, 76, 25, 20, 61, 28], 11: [2], 12: [70], 13: [6]}",14
"{0: [46, 67, 70], 1: [78, 87, 9], 2: [83, 84, 57, 18], 3: [89], 4: [80, 76, 12, 28, 92], 5: [81, 20, 10], 6: [52, 25, 86, 30, 61, 91], 7: [2, 55, 90], 8: [85, 5, 22], 9: [6, 24, 27, 59]}",10
"{0: [80, 90, 6, 18], 1: [81, 25, 20, 2, 22, 24], 2: [55, 46, 28, 9, 70], 3: [84, 12], 4: [85, 78, 67, 57, 10], 5: [5, 59], 6: [83, 52, 30, 61, 91, 92], 7: [76, 86, 87], 8: [89], 9: [27]}",10
"{0: [91, 10], 1: [76, 86, 24, 27], 2: [5, 30, 2, 55], 3: [59], 4: [52, 12, 90, 89, 28], 5: [9], 6: [85, 84, 57], 7: [46, 70], 8: [80, 61, 67, 22], 9: [81, 78], 10: [83, 25, 18], 11: [20], 12: [87], 13: [6, 92]}",14
"{0: [84], 1: [81, 76, 86, 2, 55, 18], 2: [80, 85, 89], 3: [5, 59], 4: [25, 22, 24, 10], 5: [20, 90, 9], 6: [91], 7: [78, 46], 8: [52, 57], 9: [83, 30, 87, 6], 10: [28, 27, 92], 11: [70], 12: [61], 13: [12], 14: [67]}",15
"{0: [2, 12, 67], 1: [57], 2: [85, 20, 59], 3: [78, 55, 70], 4: [86, 6, 27], 5: [83, 61, 24], 6: [52, 25, 30, 46, 89, 10], 7: [76, 5, 87], 8: [84, 22, 92], 9: [81], 10: [90, 28], 11: [80], 12: [18], 13: [91, 9]}",14
"{0: [84, 59], 1: [25, 5, 91], 2: [76, 85, 61, 57, 27], 3: [52, 20], 4: [83, 87, 46, 90, 24, 70], 5: [78, 12, 67, 92], 6: [2], 7: [55, 6], 8: [30, 10], 9: [22, 28], 10: [80, 86, 89], 11: [9, 18], 12: [81]}",13
"{0: [25, 78, 57], 1: [52, 81, 85, 84], 2: [80, 2, 91], 3: [12, 67, 22, 10], 4: [30], 5: [46, 61], 6: [20, 5], 7: [90, 28, 92], 8: [70], 9: [9, 27], 10: [86, 55, 87, 24], 11: [6], 12: [83, 76, 18], 13: [89, 59]}",14
"{0: [25, 86, 89, 59, 92], 1: [2], 2: [84, 46, 6, 9, 27], 3: [80, 76, 87, 12, 61, 18], 4: [70], 5: [30, 24], 6: [52, 81, 90], 7: [83, 85, 20, 91, 22], 8: [67], 9: [78, 57, 28, 10], 10: [55], 11: [5]}",12
"{0: [86, 84, 57, 6, 9, 59], 1: [55, 87, 92], 2: [25, 24, 27], 3: [85, 20, 5, 2, 28, 70, 10], 4: [78, 67], 5: [83, 52, 81, 76, 22], 6: [80, 91], 7: [46, 18], 8: [12], 9: [30, 90, 89], 10: [61]}",11
"{0: [25, 12, 61, 90, 18], 1: [84, 55, 46, 27], 2: [78, 5, 6], 3: [85, 86], 4: [52, 91, 70], 5: [87, 22, 89, 28, 10], 6: [80, 9], 7: [81, 67, 59], 8: [76, 2, 57], 9: [83, 92], 10: [20, 30, 24]}",11
"{0: [80, 76, 20, 84, 78, 28, 18], 1: [81, 46, 90, 91, 24, 59], 2: [25, 85, 86, 92], 3: [5, 87, 61, 70], 4: [83, 52, 2, 12, 67], 5: [30, 22, 9], 6: [57, 10], 7: [89], 8: [27], 9: [55, 6]}",10
"{0: [81, 78, 5, 46, 70], 1: [20, 59], 2: [25, 30, 67], 3: [22, 57, 6], 4: [86, 84, 55, 12, 18], 5: [80, 76], 6: [85, 9], 7: [2, 87, 28, 24], 8: [52, 61], 9: [10], 10: [90], 11: [91, 89, 27], 12: [83], 13: [92]}",14
"{0: [81, 5, 55, 10], 1: [76, 28, 59], 2: [80, 22], 3: [85, 46, 57], 4: [91], 5: [30, 12, 67, 70, 18], 6: [86, 27], 7: [84, 61, 92], 8: [83, 25, 87], 9: [90], 10: [52, 20], 11: [89], 12: [78, 2, 9], 13: [6, 24]}",14
"{0: [81, 46, 24], 1: [78, 59], 2: [52, 84, 90], 3: [55, 61, 18], 4: [85, 22], 5: [76, 9, 70], 6: [5, 30, 12, 67, 10], 7: [83, 25], 8: [86, 87, 6, 27], 9: [80, 20, 91, 57, 28], 10: [89, 92], 11: [2]}",12
"{0: [76, 20, 84, 78, 46, 12, 28, 59], 1: [91, 57, 9, 18], 2: [85, 2, 27], 3: [55, 10], 4: [81, 67, 24, 92], 5: [5, 87], 6: [52, 86, 90, 22], 7: [80, 25], 8: [83, 30, 89], 9: [61, 70], 10: [6]}",11
"{0: [80, 86, 55, 22, 57], 1: [83, 78, 28, 27], 2: [87, 46], 3: [25, 85, 18], 4: [2, 67, 9], 5: [59], 6: [90, 6, 70], 7: [30, 61, 10], 8: [5, 92], 9: [91], 10: [52, 20], 11: [84], 12: [12, 89], 13: [81, 24], 14: [76]}",15
"{0: [5, 91, 89, 92, 18], 1: [84, 61, 57, 6], 2: [52, 80, 90], 3: [22], 4: [55, 9, 10], 5: [76, 30, 67, 28, 27], 6: [25, 85], 7: [78, 24], 8: [70], 9: [20, 2, 46, 59], 10: [83], 11: [81], 12: [87, 12], 13: [86]}",14
"{0: [85, 20, 78, 2, 22, 27], 1: [52], 2: [30, 87], 3: [12], 4: [80, 86, 55, 90], 5: [5, 59], 6: [84, 28, 9, 70], 7: [91], 8: [83, 76, 6], 9: [61, 57], 10: [46, 67, 10], 11: [89, 92], 12: [81, 25], 13: [24, 18]}",14
"{0: [20, 28, 70], 1: [27, 92], 2: [5], 3: [52, 57], 4: [80, 46, 90, 91, 22], 5: [76, 78, 24], 6: [2, 12], 7: [61], 8: [55], 9: [86, 67, 6, 18], 10: [81], 11: [25], 12: [83, 87], 13: [84, 9, 59, 10], 14: [30], 15: [85], 16: [89]}",17
"{0: [2, 59], 1: [12], 2: [52, 20, 87], 3: [25, 55, 6], 4: [83, 89, 10], 5: [76, 5, 22, 9], 6: [78, 30, 57], 7: [90, 28, 92], 8: [67, 24], 9: [86, 61, 91, 27, 70, 18], 10: [81], 11: [85], 12: [80, 84], 13: [46]}",14
"{0: [78, 55, 12, 24, 27, 59], 1: [61, 92], 2: [2, 18], 3: [52, 84, 87, 90, 89], 4: [76, 67, 6], 5: [5, 91, 70], 6: [83], 7: [80, 28], 8: [25], 9: [86, 57, 10], 10: [85, 20, 30, 46], 11: [81, 22, 9]}",12
"{0: [85, 30, 24], 1: [52, 9, 59, 70, 92], 2: [86, 89, 10], 3: [81, 25, 20, 12, 67, 91, 18], 4: [83, 87, 22], 5: [76, 78, 5, 46, 61, 90], 6: [6, 28], 7: [80, 2], 8: [84, 27], 9: [55, 57]}",10
"{0: [76, 5, 30, 92], 1: [2, 67, 91, 70], 2: [20], 3: [86, 87], 4: [78, 12, 27], 5: [55, 9], 6: [83, 81, 84, 46, 90, 59], 7: [52, 80, 18], 8: [25, 6, 28], 9: [85, 61, 22, 10], 10: [89, 57], 11: [24]}",12
"{0: [52, 85, 24, 27, 92], 1: [2, 87, 6], 2: [80, 67, 91, 22, 10], 3: [83, 81, 76, 18], 4: [20, 78, 46, 57], 5: [55, 12, 59], 6: [5], 7: [25, 90, 28], 8: [86, 30, 9], 9: [61, 89, 70], 10: [84]}",11
"{0: [22, 9], 1: [80, 91, 57, 92], 2: [85, 30, 67, 70], 3: [52, 78, 89, 6], 4: [84, 2, 55], 5: [25, 5, 12, 24, 59], 6: [83, 87, 28, 27], 7: [90], 8: [46, 61], 9: [18, 10], 10: [76], 11: [20, 86], 12: [81]}",13
"{0: [5, 61, 89], 1: [76, 46, 57, 24, 10], 2: [20, 67, 27, 59, 70], 3: [2, 91, 28], 4: [83, 81, 12, 18], 5: [87, 6, 92], 6: [80, 25, 85, 86, 30, 22], 7: [52], 8: [84, 90], 9: [78, 55], 10: [9]}",11
"{0: [81, 84, 30, 91, 92], 1: [78], 2: [25, 86, 55], 3: [80], 4: [83, 70, 18], 5: [61], 6: [90, 57, 6], 7: [52, 20, 24, 27, 10], 8: [76, 85, 2], 9: [5, 67, 28, 59], 10: [87], 11: [89], 12: [9], 13: [46, 12, 22]}",14
"{0: [18, 10], 1: [83, 20, 46, 89], 2: [52, 81, 67, 57, 59], 3: [25, 5, 2, 28], 4: [92], 5: [76, 86, 12], 6: [85, 61], 7: [80, 9], 8: [90, 27], 9: [30, 91, 6], 10: [78, 87, 22, 70], 11: [84, 55, 24]}",12
"{0: [87], 1: [81, 84], 2: [25, 59, 70, 18], 3: [5, 55, 46, 92], 4: [57], 5: [83, 78, 67, 89], 6: [6], 7: [52, 2], 8: [85, 61], 9: [91, 27], 10: [20, 9], 11: [10], 12: [12], 13: [22], 14: [24], 15: [86], 16: [80, 76, 30, 28], 17: [90]}",18
"{0: [84], 1: [87, 57], 2: [52, 25, 2, 55], 3: [59], 4: [85, 30, 12, 9, 27, 10], 5: [46, 67, 6, 92], 6: [83, 81, 86, 70], 7: [24], 8: [22], 9: [89], 10: [76], 11: [80, 20, 91], 12: [5, 90], 13: [78], 14: [61], 15: [28, 18]}",16
"{0: [9, 10], 1: [78, 87, 67, 57, 70], 2: [25, 5, 2], 3: [80, 90], 4: [28, 59], 5: [30, 46, 22, 27], 6: [81, 24, 18], 7: [83, 76, 84, 61, 91], 8: [12, 92], 9: [52, 85, 20, 55], 10: [86], 11: [89], 12: [6]}",13
"{0: [52], 1: [91, 28, 27, 18], 2: [2, 61], 3: [81, 25, 55], 4: [86, 59], 5: [20, 78, 87], 6: [85], 7: [46, 22], 8: [76, 12, 90, 6], 9: [83, 30], 10: [70, 92], 11: [80, 67, 24], 12: [84, 9], 13: [5, 89, 57, 10]}",14
"{0: [90], 1: [20, 57, 70], 2: [84, 78, 9, 10], 3: [55], 4: [46], 5: [81, 25, 18], 6: [83, 87, 6, 27], 7: [86, 30, 22], 8: [67, 89, 24], 9: [52, 80, 76, 85, 12, 91], 10: [5, 2, 28], 11: [61, 59, 92]}",12
"{0: [20, 24], 1: [86, 87, 59], 2: [83, 85, 84, 2, 61], 3: [76, 5, 6, 28, 10], 4: [30, 46, 57], 5: [81, 78, 55], 6: [12], 7: [52, 80, 9, 18], 8: [27], 9: [22, 89, 70], 10: [90, 91], 11: [67, 92], 12: [25]}",13
"{0: [25, 2, 46, 89], 1: [5, 12], 2: [81, 85, 86], 3: [78, 67, 90, 18], 4: [83], 5: [84, 30, 55, 87, 70], 6: [52, 80, 24, 10], 7: [76, 20], 8: [6, 28, 9], 9: [27, 92], 10: [61, 57], 11: [91], 12: [22], 13: [59]}",14
"{0: [76, 85, 2, 55, 90, 89, 28], 1: [20, 12, 61, 10], 2: [52, 6, 18], 3: [84], 4: [78, 87, 9], 5: [80, 86, 91, 70], 6: [83, 30, 22, 57, 24, 59], 7: [25, 67], 8: [46], 9: [81, 5, 27, 92]}",10
"{0: [83, 55, 87, 22, 59], 1: [76, 86, 46, 61, 92], 2: [9, 70], 3: [90, 89], 4: [25, 85, 5, 2, 67, 24, 10], 5: [81, 80, 84, 57, 27], 6: [30], 7: [20, 78, 6, 18], 8: [12, 91, 28], 9: [52]}",10
"{0: [91, 22, 70], 1: [85, 5, 55, 90], 2: [86, 84, 78, 30], 3: [80, 25], 4: [27, 59, 92], 5: [87, 57, 18], 6: [83, 20, 46, 28, 24, 10], 7: [81, 2, 61, 67, 6], 8: [76], 9: [89, 9], 10: [52], 11: [12]}",12
"{0: [83, 85, 9], 1: [86, 78, 55, 46, 89, 6], 2: [12, 91, 27], 3: [5, 59, 92, 18], 4: [80, 2, 70, 10], 5: [30, 61, 24], 6: [52, 76, 84, 57], 7: [81, 25], 8: [22, 28], 9: [87, 67, 90], 10: [20]}",11
"{0: [55, 87, 46, 18], 1: [83, 25, 90, 59], 2: [76, 85, 78, 12, 61, 67, 22, 89, 57, 9], 3: [86, 84, 10], 4: [80, 5, 91, 70, 92], 5: [20, 30, 28, 24, 27], 6: [81, 6], 7: [2], 8: [52]}",9
